CCAA,Fecha,PORCENTAJE_COVID
CASTILLA Y LEÓN,2020-10-24,19.51
CASTILLA Y LEÓN,2020-10-25,21.33
CASTILLA Y LEÓN,2020-10-26,21.59
CASTILLA Y LEÓN,2020-10-27,21.22
CASTILLA Y LEÓN,2020-10-28,21.69
CASTILLA Y LEÓN,2020-10-29,22.04
CASTILLA Y LEÓN,2020-10-30,21.44
CASTILLA Y LEÓN,2020-10-31,21.65
CASTILLA Y LEÓN,2020-11-01,22.56
CASTILLA Y LEÓN,2020-11-02,24.69
CASTILLA Y LEÓN,2020-11-03,24.62
CASTILLA Y LEÓN,2020-11-04,23.98
CASTILLA Y LEÓN,2020-11-05,24.22
CASTILLA Y LEÓN,2020-11-06,23.76
CASTILLA Y LEÓN,2020-11-07,23.73
CASTILLA Y LEÓN,2020-11-08,26.21
CASTILLA Y LEÓN,2020-11-09,25.93
CASTILLA Y LEÓN,2020-11-10,25.61
CASTILLA Y LEÓN,2020-11-11,25.33
CASTILLA Y LEÓN,2020-11-12,25.19
CASTILLA Y LEÓN,2020-11-13,23.82
CASTILLA Y LEÓN,2020-11-14,23.79
CASTILLA Y LEÓN,2020-11-15,25.67
CASTILLA Y LEÓN,2020-11-16,25.35
CASTILLA Y LEÓN,2020-11-17,24.19
CASTILLA Y LEÓN,2020-11-18,23.83
CASTILLA Y LEÓN,2020-11-19,21.34
CASTILLA Y LEÓN,2020-11-20,20.23
CASTILLA Y LEÓN,2020-11-21,21.41
CASTILLA Y LEÓN,2020-11-22,22.35
CASTILLA Y LEÓN,2020-11-23,21.34
CASTILLA Y LEÓN,2020-11-24,20.02
CASTILLA Y LEÓN,2020-11-25,19.13
CASTILLA Y LEÓN,2020-11-26,18.31
CASTILLA Y LEÓN,2020-11-27,17.5
CASTILLA Y LEÓN,2020-11-28,16.9
CASTILLA Y LEÓN,2020-11-29,17.9
CASTILLA Y LEÓN,2020-11-30,17.81
CASTILLA Y LEÓN,2020-12-01,16.41
CASTILLA Y LEÓN,2020-12-02,15.68
CASTILLA Y LEÓN,2020-12-03,15.08
CASTILLA Y LEÓN,2020-12-04,13.05
CASTILLA Y LEÓN,2020-12-05,13.05
CASTILLA Y LEÓN,2020-12-06,13.28
CASTILLA Y LEÓN,2020-12-07,13.39
CASTILLA Y LEÓN,2020-12-08,13.65
CASTILLA Y LEÓN,2020-12-09,13.46
CASTILLA Y LEÓN,2020-12-10,12.82
CASTILLA Y LEÓN,2020-12-11,11.99
CASTILLA Y LEÓN,2020-12-12,11.74
CASTILLA Y LEÓN,2020-12-13,11.98
CASTILLA Y LEÓN,2020-12-14,11.51
CASTILLA Y LEÓN,2020-12-15,11.75
CASTILLA Y LEÓN,2020-12-16,11.01
CASTILLA Y LEÓN,2020-12-17,10.79
CASTILLA Y LEÓN,2020-12-18,10.03
CASTILLA Y LEÓN,2020-12-19,9.99
CASTILLA Y LEÓN,2020-12-20,10.33
CASTILLA Y LEÓN,2020-12-21,10.09
CASTILLA Y LEÓN,2020-12-22,9.09
CASTILLA Y LEÓN,2020-12-23,8.56
CASTILLA Y LEÓN,2020-12-24,8.56
CASTILLA Y LEÓN,2020-12-25,8.45
CASTILLA Y LEÓN,2020-12-26,8.54
CASTILLA Y LEÓN,2020-12-27,8.29
CASTILLA Y LEÓN,2020-12-28,8.32
CASTILLA Y LEÓN,2020-12-29,8.17
CASTILLA Y LEÓN,2020-12-30,7.64
CASTILLA Y LEÓN,2020-12-31,7.61
CASTILLA Y LEÓN,2021-01-01,7.86
CASTILLA Y LEÓN,2021-01-02,7.18
CASTILLA Y LEÓN,2021-01-03,8.91
CASTILLA Y LEÓN,2021-01-04,8.78
CASTILLA Y LEÓN,2021-01-05,8.9
CASTILLA Y LEÓN,2021-01-06,9.42
CASTILLA Y LEÓN,2021-01-07,9.41
CASTILLA Y LEÓN,2021-01-08,9.17
CASTILLA Y LEÓN,2021-01-09,9.26
CASTILLA Y LEÓN,2021-01-10,10.65
CASTILLA Y LEÓN,2021-01-11,11.67
CASTILLA Y LEÓN,2021-01-12,11.8
CASTILLA Y LEÓN,2021-01-13,12.36
CASTILLA Y LEÓN,2021-01-14,13.68
CASTILLA Y LEÓN,2021-01-15,14.21
CASTILLA Y LEÓN,2021-01-16,14.21
CASTILLA Y LEÓN,2021-01-17,17.2
CASTILLA Y LEÓN,2021-01-18,18.98
CASTILLA Y LEÓN,2021-01-19,20.94
CASTILLA Y LEÓN,2021-01-20,22.24
CASTILLA Y LEÓN,2021-01-21,24.3
CASTILLA Y LEÓN,2021-01-22,25.26
CASTILLA Y LEÓN,2021-01-23,25.51
CASTILLA Y LEÓN,2021-01-24,29.23
CASTILLA Y LEÓN,2021-01-25,30.76
CASTILLA Y LEÓN,2021-01-26,30.92
CASTILLA Y LEÓN,2021-01-27,31.22
CASTILLA Y LEÓN,2021-01-28,31.37
CASTILLA Y LEÓN,2021-01-29,30.57
CASTILLA Y LEÓN,2021-01-30,30.57
CASTILLA Y LEÓN,2021-01-31,32.61
CASTILLA Y LEÓN,2021-02-01,31.93
CASTILLA Y LEÓN,2021-02-02,31.26
CASTILLA Y LEÓN,2021-02-03,30.44
CASTILLA Y LEÓN,2021-02-04,30.26
CASTILLA Y LEÓN,2021-02-05,28.58
CASTILLA Y LEÓN,2021-02-06,28.59
CASTILLA Y LEÓN,2021-02-07,29.82
CASTILLA Y LEÓN,2021-02-08,28.83
CASTILLA Y LEÓN,2021-02-09,26.95
CASTILLA Y LEÓN,2021-02-10,25.51
CASTILLA Y LEÓN,2021-02-11,24.21
CASTILLA Y LEÓN,2021-02-12,21.69
CASTILLA Y LEÓN,2021-02-13,21.69
CASTILLA Y LEÓN,2021-02-14,22.39
CASTILLA Y LEÓN,2021-02-15,20.6
CASTILLA Y LEÓN,2021-02-16,19.09
CASTILLA Y LEÓN,2021-02-17,17.42
CASTILLA Y LEÓN,2021-02-18,16.57
CASTILLA Y LEÓN,2021-02-19,15.03
CASTILLA Y LEÓN,2021-02-20,14.8
CASTILLA Y LEÓN,2021-02-21,15.47
CASTILLA Y LEÓN,2021-02-22,14.57
CASTILLA Y LEÓN,2021-02-23,13.77
CASTILLA Y LEÓN,2021-02-24,12.79
CASTILLA Y LEÓN,2021-02-25,11.8
CASTILLA Y LEÓN,2021-02-26,10.56
CASTILLA Y LEÓN,2021-02-27,10.56
CASTILLA Y LEÓN,2021-02-28,10.92
CASTILLA Y LEÓN,2021-03-01,10.42
CASTILLA Y LEÓN,2021-03-02,9.81
CASTILLA Y LEÓN,2021-03-03,9.08
CASTILLA Y LEÓN,2021-03-04,8.97
CASTILLA Y LEÓN,2021-03-05,8.51
CASTILLA Y LEÓN,2021-03-06,8.38
CASTILLA Y LEÓN,2021-03-07,8.63
CASTILLA Y LEÓN,2021-03-08,8.42
CASTILLA Y LEÓN,2021-03-09,7.92
CASTILLA Y LEÓN,2021-03-10,7.71
CASTILLA Y LEÓN,2021-03-11,7.58
CASTILLA Y LEÓN,2021-03-12,7.0
CASTILLA Y LEÓN,2021-03-13,7.03
CASTILLA Y LEÓN,2021-03-14,7.22
CASTILLA Y LEÓN,2021-03-15,7.05
CASTILLA Y LEÓN,2021-03-16,6.88
CASTILLA Y LEÓN,2021-03-17,6.68
CASTILLA Y LEÓN,2021-03-18,6.21
CASTILLA Y LEÓN,2021-03-19,5.85
CASTILLA Y LEÓN,2021-03-20,5.85
CASTILLA Y LEÓN,2021-03-21,6.09
CASTILLA Y LEÓN,2021-03-22,5.88
CASTILLA Y LEÓN,2021-03-23,6.09
CASTILLA Y LEÓN,2021-03-24,6.1
CASTILLA Y LEÓN,2021-03-25,5.89
CASTILLA Y LEÓN,2021-03-26,5.72
CASTILLA Y LEÓN,2021-03-27,5.72
CASTILLA Y LEÓN,2021-03-28,6.16
CASTILLA Y LEÓN,2021-03-29,6.16
CASTILLA Y LEÓN,2021-03-30,6.42
CASTILLA Y LEÓN,2021-03-31,6.47
CASTILLA Y LEÓN,2021-04-01,6.58
CASTILLA Y LEÓN,2021-04-02,6.92
CASTILLA Y LEÓN,2021-04-03,6.87
CASTILLA Y LEÓN,2021-04-04,7.46
CASTILLA Y LEÓN,2021-04-05,7.64
CASTILLA Y LEÓN,2021-04-06,7.56
CASTILLA Y LEÓN,2021-04-07,7.63
CASTILLA Y LEÓN,2021-04-08,7.7
CASTILLA Y LEÓN,2021-04-09,7.37
CASTILLA Y LEÓN,2021-04-10,7.37
CASTILLA Y LEÓN,2021-04-11,7.62
CASTILLA Y LEÓN,2021-04-12,7.77
CASTILLA Y LEÓN,2021-04-13,7.85
CASTILLA Y LEÓN,2021-04-14,7.76
CASTILLA Y LEÓN,2021-04-15,7.97
CASTILLA Y LEÓN,2021-04-16,7.79
CASTILLA Y LEÓN,2021-04-17,7.79
CASTILLA Y LEÓN,2021-04-18,7.95
CASTILLA Y LEÓN,2021-04-19,7.71
CASTILLA Y LEÓN,2021-04-20,7.93
CASTILLA Y LEÓN,2021-04-21,7.85
CASTILLA Y LEÓN,2021-04-22,7.73
CASTILLA Y LEÓN,2021-04-23,7.82
CASTILLA Y LEÓN,2021-04-24,7.93
CASTILLA Y LEÓN,2021-04-25,8.93
CASTILLA Y LEÓN,2021-04-26,8.3
CASTILLA Y LEÓN,2021-04-27,7.72
CASTILLA Y LEÓN,2021-04-28,7.77
CASTILLA Y LEÓN,2021-04-29,7.65
CASTILLA Y LEÓN,2021-04-30,7.15
CASTILLA Y LEÓN,2021-05-01,7.14
CASTILLA Y LEÓN,2021-05-02,7.63
CASTILLA Y LEÓN,2021-05-03,7.0
CASTILLA Y LEÓN,2021-05-04,6.71
CASTILLA Y LEÓN,2021-05-05,6.55
CASTILLA Y LEÓN,2021-05-06,6.14
CASTILLA Y LEÓN,2021-05-07,6.21
CASTILLA Y LEÓN,2021-05-08,6.21
CASTILLA Y LEÓN,2021-05-09,6.62
CATALUÑA,2020-08-19,4.29
CATALUÑA,2020-08-20,4.37
CATALUÑA,2020-08-21,4.15
CATALUÑA,2020-08-22,4.11
CATALUÑA,2020-08-23,4.38
CATALUÑA,2020-08-24,4.77
CATALUÑA,2020-08-25,4.42
CATALUÑA,2020-08-26,4.36
CATALUÑA,2020-08-27,4.76
CATALUÑA,2020-08-28,4.56
CATALUÑA,2020-08-29,4.56
CATALUÑA,2020-08-30,5.28
CATALUÑA,2020-08-31,4.59
CATALUÑA,2020-09-01,4.61
CATALUÑA,2020-09-02,4.51
CATALUÑA,2020-09-03,4.37
CATALUÑA,2020-09-04,4.38
CATALUÑA,2020-09-05,4.38
CATALUÑA,2020-09-06,4.49
CATALUÑA,2020-09-07,4.61
CATALUÑA,2020-09-08,4.66
CATALUÑA,2020-09-09,4.69
CATALUÑA,2020-09-10,4.65
CATALUÑA,2020-09-11,4.73
CATALUÑA,2020-09-12,4.76
CATALUÑA,2020-09-13,5.23
CATALUÑA,2020-09-14,5.88
CATALUÑA,2020-09-15,5.1
CATALUÑA,2020-09-16,5.71
CATALUÑA,2020-09-17,5.03
CATALUÑA,2020-09-18,4.94
CATALUÑA,2020-09-19,4.98
CATALUÑA,2020-09-20,5.26
CATALUÑA,2020-09-21,5.44
CATALUÑA,2020-09-22,5.24
CATALUÑA,2020-09-23,5.18
CATALUÑA,2020-09-24,3.03
CATALUÑA,2020-09-25,5.48
CATALUÑA,2020-09-26,5.48
CATALUÑA,2020-09-27,5.46
CATALUÑA,2020-09-28,5.67
CATALUÑA,2020-09-29,5.66
CATALUÑA,2020-09-30,6.58
CATALUÑA,2020-10-01,5.55
CATALUÑA,2020-10-02,5.48
CATALUÑA,2020-10-03,5.31
CATALUÑA,2020-10-04,5.84
CATALUÑA,2020-10-05,5.87
CATALUÑA,2020-10-06,5.72
CATALUÑA,2020-10-07,6.56
CATALUÑA,2020-10-08,5.62
CATALUÑA,2020-10-09,5.42
CATALUÑA,2020-10-10,5.36
CATALUÑA,2020-10-11,5.62
CATALUÑA,2020-10-12,6.99
CATALUÑA,2020-10-13,7.59
CATALUÑA,2020-10-14,7.5
CATALUÑA,2020-10-15,7.82
CATALUÑA,2020-10-16,8.04
CATALUÑA,2020-10-17,8.03
CATALUÑA,2020-10-18,7.45
CATALUÑA,2020-10-19,9.88
CATALUÑA,2020-10-20,10.23
CATALUÑA,2020-10-21,10.75
CATALUÑA,2020-10-22,11.23
CATALUÑA,2020-10-23,11.81
CATALUÑA,2020-10-24,12.25
CATALUÑA,2020-10-25,13.71
CATALUÑA,2020-10-26,14.39
CATALUÑA,2020-10-27,14.81
CATALUÑA,2020-10-28,15.36
CATALUÑA,2020-10-29,16.09
CATALUÑA,2020-10-30,15.57
CATALUÑA,2020-10-31,15.68
CATALUÑA,2020-11-01,17.39
CATALUÑA,2020-11-02,17.24
CATALUÑA,2020-11-03,17.69
CATALUÑA,2020-11-04,17.79
CATALUÑA,2020-11-05,17.93
CATALUÑA,2020-11-06,17.46
CATALUÑA,2020-11-07,17.51
CATALUÑA,2020-11-08,19.06
CATALUÑA,2020-11-09,17.84
CATALUÑA,2020-11-10,17.6
CATALUÑA,2020-11-11,17.1
CATALUÑA,2020-11-12,16.02
CATALUÑA,2020-11-13,16.13
CATALUÑA,2020-11-14,16.03
CATALUÑA,2020-11-15,16.61
CATALUÑA,2020-11-16,16.03
CATALUÑA,2020-11-17,15.55
CATALUÑA,2020-11-18,14.96
CATALUÑA,2020-11-19,14.25
CATALUÑA,2020-11-20,13.33
CATALUÑA,2020-11-21,13.34
CATALUÑA,2020-11-22,14.07
CATALUÑA,2020-11-23,13.06
CATALUÑA,2020-11-24,12.38
CATALUÑA,2020-11-25,12.14
CATALUÑA,2020-11-26,11.39
CATALUÑA,2020-11-27,11.05
CATALUÑA,2020-11-28,11.12
CATALUÑA,2020-11-29,11.6
CATALUÑA,2020-11-30,11.98
CATALUÑA,2020-12-01,10.86
CATALUÑA,2020-12-02,10.36
CATALUÑA,2020-12-03,10.05
CATALUÑA,2020-12-04,9.54
CATALUÑA,2020-12-05,9.55
CATALUÑA,2020-12-06,10.18
CATALUÑA,2020-12-07,10.28
CATALUÑA,2020-12-08,10.23
CATALUÑA,2020-12-09,9.76
CATALUÑA,2020-12-10,9.75
CATALUÑA,2020-12-11,9.62
CATALUÑA,2020-12-12,9.52
CATALUÑA,2020-12-13,10.23
CATALUÑA,2020-12-14,10.41
CATALUÑA,2020-12-15,9.95
CATALUÑA,2020-12-16,10.36
CATALUÑA,2020-12-17,10.34
CATALUÑA,2020-12-18,10.16
CATALUÑA,2020-12-19,10.18
CATALUÑA,2020-12-20,11.15
CATALUÑA,2020-12-21,10.91
CATALUÑA,2020-12-22,11.25
CATALUÑA,2020-12-23,10.84
CATALUÑA,2020-12-24,10.82
CATALUÑA,2020-12-25,10.99
CATALUÑA,2020-12-26,11.15
CATALUÑA,2020-12-27,12.27
CATALUÑA,2020-12-28,12.3
CATALUÑA,2020-12-29,12.74
CATALUÑA,2020-12-30,12.35
CATALUÑA,2020-12-31,12.37
CATALUÑA,2021-01-01,13.07
CATALUÑA,2021-01-02,13.11
CATALUÑA,2021-01-03,14.18
CATALUÑA,2021-01-04,14.43
CATALUÑA,2021-01-05,14.43
CATALUÑA,2021-01-06,14.77
CATALUÑA,2021-01-07,15.17
CATALUÑA,2021-01-08,14.93
CATALUÑA,2021-01-09,14.98
CATALUÑA,2021-01-10,16.06
CATALUÑA,2021-01-11,16.18
CATALUÑA,2021-01-12,16.66
CATALUÑA,2021-01-13,16.62
CATALUÑA,2021-01-14,16.97
CATALUÑA,2021-01-15,17.12
CATALUÑA,2021-01-16,17.2
CATALUÑA,2021-01-17,18.58
CATALUÑA,2021-01-18,18.77
CATALUÑA,2021-01-19,19.16
CATALUÑA,2021-01-20,19.34
CATALUÑA,2021-01-21,19.78
CATALUÑA,2021-01-22,19.9
CATALUÑA,2021-01-23,20.05
CATALUÑA,2021-01-24,20.81
CATALUÑA,2021-01-25,20.79
CATALUÑA,2021-01-26,20.45
CATALUÑA,2021-01-27,20.25
CATALUÑA,2021-01-28,20.26
CATALUÑA,2021-01-29,19.8
CATALUÑA,2021-01-30,19.82
CATALUÑA,2021-01-31,20.27
CATALUÑA,2021-02-01,19.94
CATALUÑA,2021-02-02,19.33
CATALUÑA,2021-02-03,18.84
CATALUÑA,2021-02-04,18.12
CATALUÑA,2021-02-05,17.47
CATALUÑA,2021-02-06,17.38
CATALUÑA,2021-02-07,17.59
CATALUÑA,2021-02-08,16.75
CATALUÑA,2021-02-09,15.67
CATALUÑA,2021-02-10,14.93
CATALUÑA,2021-02-11,14.3
CATALUÑA,2021-02-12,13.72
CATALUÑA,2021-02-13,13.84
CATALUÑA,2021-02-14,14.24
CATALUÑA,2021-02-15,13.53
CATALUÑA,2021-02-16,12.74
CATALUÑA,2021-02-17,12.32
CATALUÑA,2021-02-18,11.93
CATALUÑA,2021-02-19,11.31
CATALUÑA,2021-02-20,11.33
CATALUÑA,2021-02-21,11.44
CATALUÑA,2021-02-22,10.92
CATALUÑA,2021-02-23,10.43
CATALUÑA,2021-02-24,9.88
CATALUÑA,2021-02-25,9.59
CATALUÑA,2021-02-26,9.12
CATALUÑA,2021-02-27,9.13
CATALUÑA,2021-02-28,9.6
CATALUÑA,2021-03-01,9.14
CATALUÑA,2021-03-02,8.72
CATALUÑA,2021-03-03,8.46
CATALUÑA,2021-03-04,8.15
CATALUÑA,2021-03-05,8.15
CATALUÑA,2021-03-06,7.95
CATALUÑA,2021-03-07,8.32
CATALUÑA,2021-03-08,8.01
CATALUÑA,2021-03-09,7.97
CATALUÑA,2021-03-10,7.63
CATALUÑA,2021-03-11,7.36
CATALUÑA,2021-03-12,7.23
CATALUÑA,2021-03-13,7.3
CATALUÑA,2021-03-14,8.96
CATALUÑA,2021-03-15,7.5
CATALUÑA,2021-03-16,7.27
CATALUÑA,2021-03-17,7.07
CATALUÑA,2021-03-18,7.12
CATALUÑA,2021-03-19,6.92
CATALUÑA,2021-03-20,6.93
CATALUÑA,2021-03-21,7.32
CATALUÑA,2021-03-22,7.29
CATALUÑA,2021-03-23,7.25
CATALUÑA,2021-03-24,7.25
CATALUÑA,2021-03-25,7.36
CATALUÑA,2021-03-26,7.16
CATALUÑA,2021-03-27,7.19
CATALUÑA,2021-03-28,7.98
CATALUÑA,2021-03-29,8.02
CATALUÑA,2021-03-30,7.96
CATALUÑA,2021-03-31,7.84
CATALUÑA,2021-04-01,7.8
CATALUÑA,2021-04-02,8.15
CATALUÑA,2021-04-03,8.18
CATALUÑA,2021-04-04,8.93
CATALUÑA,2021-04-05,9.22
CATALUÑA,2021-04-06,9.19
CATALUÑA,2021-04-07,8.95
CATALUÑA,2021-04-08,8.93
CATALUÑA,2021-04-09,8.65
CATALUÑA,2021-04-10,8.75
CATALUÑA,2021-04-11,9.29
CATALUÑA,2021-04-12,9.15
CATALUÑA,2021-04-13,8.91
CATALUÑA,2021-04-14,8.71
CATALUÑA,2021-04-15,8.7
CATALUÑA,2021-04-16,8.42
CATALUÑA,2021-04-17,8.44
CATALUÑA,2021-04-18,8.81
CATALUÑA,2021-04-19,8.69
CATALUÑA,2021-04-20,8.34
CATALUÑA,2021-04-21,8.16
CATALUÑA,2021-04-22,8.06
CATALUÑA,2021-04-23,7.81
CATALUÑA,2021-04-24,7.86
CATALUÑA,2021-04-25,8.26
CATALUÑA,2021-04-26,8.16
CATALUÑA,2021-04-27,7.9
CATALUÑA,2021-04-28,7.73
CATALUÑA,2021-04-29,7.64
CATALUÑA,2021-04-30,7.38
CATALUÑA,2021-05-01,7.44
CATALUÑA,2021-05-02,7.75
CATALUÑA,2021-05-03,7.58
CATALUÑA,2021-05-04,7.18
CATALUÑA,2021-05-05,7.05
CATALUÑA,2021-05-06,6.65
CATALUÑA,2021-05-07,6.36
CATALUÑA,2021-05-08,6.33
CATALUÑA,2021-05-09,6.39
CEUTA,2020-08-19,0.0
CEUTA,2020-08-20,0.0
CEUTA,2020-08-21,0.0
CEUTA,2020-08-22,0.0
CEUTA,2020-08-23,0.62
CEUTA,2020-08-24,0.62
CEUTA,2020-08-25,0.62
CEUTA,2020-08-26,0.62
CEUTA,2020-08-27,1.23
CEUTA,2020-08-28,1.23
CEUTA,2020-08-29,1.23
CEUTA,2020-08-30,2.45
CEUTA,2020-08-31,2.5
CEUTA,2020-09-01,2.5
CEUTA,2020-09-02,2.52
CEUTA,2020-09-03,3.14
CEUTA,2020-09-04,3.14
CEUTA,2020-09-05,3.14
CEUTA,2020-09-06,5.66
CEUTA,2020-09-07,4.4
CEUTA,2020-09-08,5.81
CEUTA,2020-09-09,4.52
CEUTA,2020-09-10,5.1
CEUTA,2020-09-11,5.1
CEUTA,2020-09-12,5.1
CEUTA,2020-09-13,4.49
CEUTA,2020-09-14,3.21
CEUTA,2020-09-15,3.21
CEUTA,2020-09-16,3.85
CEUTA,2020-09-17,3.18
CEUTA,2020-09-18,3.18
CEUTA,2020-09-19,3.18
CEUTA,2020-09-20,2.56
CEUTA,2020-09-21,3.16
CEUTA,2020-09-22,5.62
CEUTA,2020-09-23,7.5
CEUTA,2020-09-24,7.1
CEUTA,2020-09-25,7.1
CEUTA,2020-09-26,7.1
CEUTA,2020-09-27,8.57
CEUTA,2020-09-28,9.14
CEUTA,2020-09-29,9.2
CEUTA,2020-09-30,9.04
CEUTA,2020-10-01,10.11
CEUTA,2020-10-02,10.11
CEUTA,2020-10-03,10.11
CEUTA,2020-10-04,10.86
CEUTA,2020-10-05,10.11
CEUTA,2020-10-06,9.14
CEUTA,2020-10-07,10.61
CEUTA,2020-10-08,8.94
CEUTA,2020-10-09,8.94
CEUTA,2020-10-10,8.94
CEUTA,2020-10-11,8.94
CEUTA,2020-10-12,10.4
CEUTA,2020-10-13,11.3
CEUTA,2020-10-14,8.89
CEUTA,2020-10-15,9.04
CEUTA,2020-10-16,9.04
CEUTA,2020-10-17,9.04
CEUTA,2020-10-18,11.76
CEUTA,2020-10-19,12.77
CEUTA,2020-10-20,12.7
CEUTA,2020-10-21,14.89
CEUTA,2020-10-22,16.04
CEUTA,2020-10-23,16.04
CEUTA,2020-10-24,16.04
CEUTA,2020-10-25,18.48
CEUTA,2020-10-26,18.28
CEUTA,2020-10-27,20.97
CEUTA,2020-10-28,21.62
CEUTA,2020-10-29,21.39
CEUTA,2020-10-30,21.39
CEUTA,2020-10-31,21.39
CEUTA,2020-11-01,23.16
CEUTA,2020-11-02,24.21
CEUTA,2020-11-03,22.58
CEUTA,2020-11-04,23.53
CEUTA,2020-11-05,21.51
CEUTA,2020-11-06,21.51
CEUTA,2020-11-07,21.51
CEUTA,2020-11-08,23.81
CEUTA,2020-11-09,20.53
CEUTA,2020-11-10,20.74
CEUTA,2020-11-11,24.08
CEUTA,2020-11-12,23.44
CEUTA,2020-11-13,23.44
CEUTA,2020-11-14,23.44
CEUTA,2020-11-15,19.02
CEUTA,2020-11-16,17.73
CEUTA,2020-11-17,16.75
CEUTA,2020-11-18,16.75
CEUTA,2020-11-19,16.92
CEUTA,2020-11-20,16.92
CEUTA,2020-11-21,16.92
CEUTA,2020-11-22,15.0
CEUTA,2020-11-23,14.36
CEUTA,2020-11-24,14.0
CEUTA,2020-11-25,13.37
CEUTA,2020-11-26,12.87
CEUTA,2020-11-27,12.87
CEUTA,2020-11-28,12.87
CEUTA,2020-11-29,9.9
CEUTA,2020-11-30,9.41
CEUTA,2020-12-01,9.9
CEUTA,2020-12-02,4.46
CEUTA,2020-12-03,4.46
CEUTA,2020-12-04,4.46
CEUTA,2020-12-05,4.46
CEUTA,2020-12-06,4.46
CEUTA,2020-12-07,4.46
CEUTA,2020-12-08,5.56
CEUTA,2020-12-09,5.47
CEUTA,2020-12-10,4.48
CEUTA,2020-12-11,4.48
CEUTA,2020-12-12,4.48
CEUTA,2020-12-13,5.58
CEUTA,2020-12-14,4.57
CEUTA,2020-12-15,5.58
CEUTA,2020-12-16,6.57
CEUTA,2020-12-17,6.57
CEUTA,2020-12-18,6.57
CEUTA,2020-12-19,6.57
CEUTA,2020-12-20,5.05
CEUTA,2020-12-21,4.55
CEUTA,2020-12-22,3.52
CEUTA,2020-12-23,2.54
CEUTA,2020-12-24,2.54
CEUTA,2020-12-25,2.54
CEUTA,2020-12-26,2.54
CEUTA,2020-12-27,2.51
CEUTA,2020-12-28,1.0
CEUTA,2020-12-29,1.01
CEUTA,2020-12-30,0.5
CEUTA,2020-12-31,0.5
CEUTA,2021-01-01,0.5
CEUTA,2021-01-02,0.5
CEUTA,2021-01-04,1.51
CEUTA,2021-01-05,1.51
CEUTA,2021-01-06,3.02
CEUTA,2021-01-07,3.52
CEUTA,2021-01-08,4.52
CEUTA,2021-01-09,4.52
CEUTA,2021-01-10,4.5
CEUTA,2021-01-11,6.03
CEUTA,2021-01-12,6.03
CEUTA,2021-01-13,9.55
CEUTA,2021-01-14,11.06
CEUTA,2021-01-15,10.55
CEUTA,2021-01-16,10.55
CEUTA,2021-01-17,10.0
CEUTA,2021-01-18,10.5
CEUTA,2021-01-19,11.5
CEUTA,2021-01-20,12.5
CEUTA,2021-01-21,13.0
CEUTA,2021-01-22,14.5
CEUTA,2021-01-23,14.5
CEUTA,2021-01-24,15.08
CEUTA,2021-01-25,14.5
CEUTA,2021-01-26,14.5
CEUTA,2021-01-27,11.94
CEUTA,2021-01-28,13.43
CEUTA,2021-01-29,11.44
CEUTA,2021-01-30,11.44
CEUTA,2021-01-31,15.42
CEUTA,2021-02-01,14.43
CEUTA,2021-02-02,14.93
CEUTA,2021-02-03,15.5
CEUTA,2021-02-04,14.57
CEUTA,2021-02-05,14.07
CEUTA,2021-02-06,14.07
CEUTA,2021-02-07,15.58
CEUTA,2021-02-08,14.14
CEUTA,2021-02-09,14.14
CEUTA,2021-02-10,13.64
CEUTA,2021-02-11,13.57
CEUTA,2021-02-12,13.0
CEUTA,2021-02-13,13.0
CEUTA,2021-02-14,14.0
CEUTA,2021-02-15,13.5
CEUTA,2021-02-16,14.5
CEUTA,2021-02-17,15.0
CEUTA,2021-02-18,16.0
CEUTA,2021-02-19,16.0
CEUTA,2021-02-20,16.0
CEUTA,2021-02-21,15.5
CEUTA,2021-02-22,15.35
CEUTA,2021-02-23,13.86
CEUTA,2021-02-24,12.38
CEUTA,2021-02-25,11.94
CEUTA,2021-02-26,12.44
CEUTA,2021-02-27,12.44
CEUTA,2021-02-28,14.14
CEUTA,2021-03-01,13.07
CEUTA,2021-03-02,12.06
CEUTA,2021-03-03,9.55
CEUTA,2021-03-04,9.5
CEUTA,2021-03-05,9.0
CEUTA,2021-03-06,9.0
CEUTA,2021-03-07,12.0
CEUTA,2021-03-08,10.45
CEUTA,2021-03-09,10.5
CEUTA,2021-03-10,10.0
CEUTA,2021-03-11,10.0
CEUTA,2021-03-12,10.5
CEUTA,2021-03-13,10.5
CEUTA,2021-03-14,12.94
CEUTA,2021-03-15,12.44
CEUTA,2021-03-16,13.43
CEUTA,2021-03-17,12.94
CEUTA,2021-03-18,13.93
CEUTA,2021-03-19,14.93
CEUTA,2021-03-20,14.93
CEUTA,2021-03-21,14.0
CEUTA,2021-03-22,13.5
CEUTA,2021-03-23,14.07
CEUTA,2021-03-24,15.58
CEUTA,2021-03-25,13.0
CEUTA,2021-03-26,13.43
CEUTA,2021-03-27,13.43
CEUTA,2021-03-28,14.57
CEUTA,2021-03-29,14.07
CEUTA,2021-03-30,12.5
CEUTA,2021-03-31,11.44
CEUTA,2021-04-01,11.44
CEUTA,2021-04-02,11.0
CEUTA,2021-04-03,11.0
CEUTA,2021-04-04,11.94
CEUTA,2021-04-05,12.94
CEUTA,2021-04-06,11.94
CEUTA,2021-04-07,14.5
CEUTA,2021-04-08,14.5
CEUTA,2021-04-09,15.0
CEUTA,2021-04-10,15.0
CEUTA,2021-04-11,15.92
